4662523039134817280	0,10644675	0,0	603,6798	4,320176	-1,5	-24,0	-24,0
4662651681995296768	5,1422625	-40,0	603,76154	-8,761508	-20,0	16,0	16,0
4662777026320892928	4,4237494	86,95652	603,744	-15,743994	-14,0	16,0	16,0
4662881479925555200	2,2529354	43,47826	603,7045	-11,704538	-6,0	-8,0	-8,0
4662950749158121472	1,7359674	-21,73913	603,6978	-6,697836	-7,0	-19,0	-19,0
4663018918879059968	1,3733834	-75,757576	603,7061	21,293861	-11,5	-30,0	-30,0
4663082690553485312	2,3816867	-108,695656	603,72845	31,27157	-17,5	-20,0	-20,0
4663150860274423808	3,4328537	-40,0	603,7347	9,2653	-20,0	-6,0	-6,0
4663382857227937792	3,318643	0,0	603,7248	-2,724783	-19,5	-2,0	-2,0
4663504903018649600	3,2396245	0,0	603,72296	0,0	-19,5	-1,0	-1,0
4663596162483776512	3,2396245	0,0	603,72186	0,0	-19,5	-1,0	-1,0
4663686322437275648	3,2396245	0,0	603,7213	0,0	-19,5	-1,0	-1,0
4663747895088445440	3,2396245	0,0	603,7206	0,0	-19,5	-1,0	-1,0
4663813865786126336	3,2396245	0,0	603,71936	0,0	-19,5	-1,0	-1,0
4663878736972180480	3,2396245	0,0	603,71826	0,0	-19,5	-1,0	-1,0
4663999683251264512	3,2396245	0,0	603,71735	0,0	-19,5	-1,0	-1,0
4664114032460579840	3,2396245	0,0	603,71594	0,0	-19,5	-1,0	-1,0
4664231680204779520	3,2396245	0,0	603,7155	0,0	-19,5	-1,0	-1,0
4664296551390832640	3,2396245	0,0	603,7144	0,0	-19,5	-1,0	-1,0
4664361422576886784	3,2396245	0,0	603,7137	0,0	-19,5	-1,0	-1,0
4664426293762940928	3,2396245	0,0	603,712	0,0	-19,5	-1,0	-1,0
4664492264460622848	3,2396245	0,0	603,71075	0,0	-19,5	-1,0	-1,0
4664554936623420416	3,2396245	0,0	603,71204	0,0	-19,5	-1,0	-1,0
4664634101460638720	3,2396245	0,0	603,7135	0,0	-19,5	-1,0	-1,0
4664751749204838400	3,2396245	0,0	603,71356	0,0	-19,5	-1,0	-1,0
4664871595972293632	3,2396245	0,0	603,71277	0,0	-19,5	-1,0	-1,0
4664949661297884160	3,2396245	0,0	603,71173	0,0	-19,5	-1,0	-1,0
4665014532483938304	3,2396245	0,0	603,71136	0,0	-19,5	-1,0	-1,0
4665079403669991424	3,2396245	0,0	603,71027	0,0	-19,5	-1,0	-1,0
4665145374367673344	3,2396245	0,0	603,7096	0,0	-19,5	-1,0	-1,0
4665210245553727488	3,2396245	0,0	603,70886	0,0	-19,5	-1,0	-1,0
4665272917716525056	3,2396245	0,0	603,70917	0,0	-19,5	-1,0	-1,0
4665397162530492416	3,2396245	0,0	603,7084	0,0	-19,5	-1,0	-1,0
4665513710763064320	3,2396245	0,0	603,70795	0,0	-19,5	-1,0	-1,0
4665636856065403904	3,2396245	0,0	603,7077	0,0	-19,5	-1,0	-1,0
4665699528228201472	3,2396245	0,0	603,707	0,0	-19,5	-1,0	-1,0
4665746807228207104	3,2396245	0,0	603,7063	0,0	-19,5	-1,0	-1,0
4665792436960770048	3,2396245	0,0	603,70575	0,0	-19,5	-1,0	-1,0
4665824322797983744	3,2396245	0,0	603,7052	0,0	-19,5	-1,0	-1,0
4665855658879382528	3,2396245	0,0	603,70496	0,0	-19,5	-1,0	-1,0
4665914482751481856	3,2396245	0,0	603,70404	0,0	-19,5	-1,0	-1,0
4665974406135209984	3,2396245	0,0	603,7031	0,0	-19,5	-1,0	-1,0
4666033779763123200	3,2396245	0,0	603,7024	0,0	-19,5	-1,0	-1,0
4666071163158476800	3,2396245	0,0	603,7022	0,0	-19,5	-1,0	-1,0
4666103048995689472	3,2396245	0,0	603,7	-2,6999907	-19,5	-2,0	-2,0
4666134385077088256	3,0884628	0,0	603,69727	-2,6972916	-19,5	-4,0	-4,0
4666166820670115840	2,9374564	0,0	603,6946	-2,6945949	-19,5	-4,0	-4,0
4666198706507328512	2,8404508	0,0	603,6954	2,3045995	-19,5	-2,0	-2,0
4666259729402684416	3,1755753	0,0	603,701	0,0	-19,5	-1,0	-1,0
4666317453763155968	1,7024397	-21,73913	603,65326	-31,653278	-20,0	-28,0	-28,0
4666375178123627520	-0,98394537	-173,91304	603,6088	-21,608824	-27,5	-82,0	-82,0
4666417509321306112	-0,7830864	-391,30435	603,6514	47,3486	-54,5	-72,0	-72,0
4666449944914333696	1,4293876	-462,96295	603,68976	47,31026	-80,5	-67,0	-67,0
4666503820984107008	-1,2772527	-500,0	603,4624	-282,4624	-136,5	-100,0	-100,0
4666680842356219904	4,0136724	703,125	603,655	-147,65504	-73,5	70,0	70,0
4666741865251575808	-11,238349	86,95652	603,441	-9,440949	-28,5	-100,0	-100,0
4666774850600417280	-10,703788	-423,07693	603,508	101,492	-46,0	-100,0	-100,0
4666808385705071616	-4,389463	-565,2174	603,61847	118,38153	-76,5	-95,0	-95,0
4666851816414379008	6,109323	-519,2308	603,81647	132,18356	-123,0	-19,0	-19,0
4666896896391129088	14,789711	-191,17647	603,9326	109,067406	-142,0	100,0	100,0
4666944725146947584	16,33974	560,0	603,8352	-126,83523	-105,5	100,0	100,0
4667005748042303488	-1,541211	608,6957	603,46783	-190,46782	-37,5	-26,0	-26,0
4667062922646961152	-11,04059	-304,34784	603,4365	60,563503	-35,5	-100,0	-100,0
4667114599693478912	-0,35940465	-596,1539	603,68774	199,31227	-83,5	-51,0	-51,0
4667150883577203712	9,818869	-369,56522	603,8445	148,1555	-108,0	87,0	87,0
4667194864042324992	17,939009	333,33334	603,8932	-52,893173	-100,0	100,0	100,0
4667228948902794240	12,783314	620,0	603,7548	-150,7548	-65,0	100,0	100,0
4667263583519077376	-2,346319	543,4783	603,46185	-161,46184	-15,0	-30,0	-30,0
4667321307879548928	-11,779663	-195,65218	603,3922	7,6077824	-8,5	-100,0	-100,0
4667381781019090944	-0,62902814	-608,6957	603,7095	184,29051	-73,0	-58,0	-58,0
4667442254158632960	17,864311	62,5	603,98785	79,01218	-109,0	100,0	100,0
4667478538042357760	18,245003	456,52173	603,86536	-154,86536	-89,5	100,0	100,0
4667512073147012096	9,809018	687,5	603,6915	-209,69153	-52,0	34,0	34,0
4667553304833063936	-7,5050206	369,56522	603,39166	-161,39166	-9,0	-85,0	-85,0
4667585190670276608	-12,819245	-192,3077	603,38824	17,611725	-11,5	-100,0	-100,0
4667618176019118080	-8,6347	-513,8889	603,4919	105,50814	-41,5	-100,0	-100,0
4667676999891217408	7,4387865	-478,26086	603,8491	172,1509	-99,0	64,0	64,0
4667888106123799552	0,52743375	-500,0	603,64496	144,35504	-67,0	-53,0	-53,0
4667918892449384448	8,690028	-437,5	603,70215	114,29786	-81,0	13,0	13,0
