-1,5
-20,0
-14,0
-6,0
-7,0
-11,5
-17,5
-20,0
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-19,5
-20,0
-27,5
-54,5
-80,5
-136,5
-73,5
-28,5
-46,0
-76,5
-123,0
-142,0
-105,5
-37,5
-35,5
-83,5
-108,0
-100,0
-65,0
-15,0
-8,5
-73,0
-109,0
-89,5
-52,0
-9,0
-11,5
-41,5
-99,0
-67,0
-81,0
-96,0
-68,0
-20,5
-44,0
-87,5
-97,0
-82,5
-53,0
-30,5
-30,0
-65,0
-77,0
-39,5
-36,5
-53,5
-80,5
-99,0
-60,0
-23,5
-69,5
-91,5
-115,5
-93,5
-60,0
-31,5
-75,5
-156,5
-21,5
-45,5
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-45,0
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
-44,5
