0,10644675
5,1422625
4,4237494
2,2529354
1,7359674
1,3733834
2,3816867
3,4328537
3,318643
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,2396245
3,0884628
2,9374564
2,8404508
3,1755753
1,7024397
-0,98394537
-0,7830864
1,4293876
-1,2772527
4,0136724
-11,238349
-10,703788
-4,389463
6,109323
14,789711
16,33974
-1,541211
-11,04059
-0,35940465
9,818869
17,939009
12,783314
-2,346319
-11,779663
-0,62902814
17,864311
18,245003
9,809018
-7,5050206
-12,819245
-8,6347
7,4387865
0,52743375
8,690028
13,3043375
12,128475
-6,1880493
-6,5525813
6,867692
12,536944
12,973247
7,6912513
-1,0667843
-5,727902
2,1437376
9,468986
1,7307563
-5,1364517
-4,8479676
2,4902442
10,023524
8,733084
-7,6662607
-4,0682106
2,1405747
13,972058
12,655055
4,5111566
-5,0095887
-33,0898
-77,844
-95,88044
-110,0368
-105,62734
-102,8647
-102,13684
-101,42727
-100,92606
-100,24406
-99,69704
-99,207565
-96,6769
-91,143906
-82,999825
-81,49148
-83,76767
-85,31725
-84,39725
-84,18288
-84,24822
-84,06822
-84,00661
-83,98709
-83,95922
-83,91182
-83,57923
-82,91926
-82,86183
-83,18314
-82,77993
-82,55832
-82,53963
-82,50237
-82,50237
-82,421646
-82,40321
-82,32982
-82,31157
-82,31157
-82,293465
-82,23965
-82,14387
-81,86546
-81,79507
-81,77751
-81,739914
-81,722404
-81,58734
-81,16191
-81,16547
-81,09986
-81,006615
-80,939
-80,90529
-80,90529
-80,90529
-80,871895
-80,857124
-80,81705
-80,79355
-80,72802
-80,64411
-80,53972
-80,43596
-80,06447
-79,88981
-79,837234
-79,720406
-79,70477
-79,68025
-79,57305
-79,55765
-79,53786
-79,53786
-79,34799
-79,302635
-79,12239
-78,98861
-78,91716
-78,90231
-78,90231
-78,90231
-78,88757
-78,82886
-78,81424
-78,79756
-78,73247
-78,73247
-78,713974
-78,67097
-78,64238
-78,55274
-78,53853
-78,52232
-78,50118
-78,48012
-78,46611
-78,48011
-78,48011
-78,48011
-78,48011
-78,48011
-78,48011
-78,41496
-78,41496
-78,49591
-78,339355
-78,339355
-78,368225
-78,368225
